Title,Authors,pdf,supp,arXiv
Unified Language-driven Zero-shot Domain Adaptation,"Senqiao Yang, Zhuotao Tian, Li Jiang, Jiaya Jia",https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_Unified_Language-driven_Zero-shot_Domain_Adaptation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_Unified_Language-driven_Zero-shot_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.07155
Category-Level Multi-Part Multi-Joint 3D Shape Assembly,"Yichen Li, Kaichun Mo, Yueqi Duan, He Wang, Jiequan Zhang, Lin Shao",https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Category-Level_Multi-Part_Multi-Joint_3D_Shape_Assembly_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_Category-Level_Multi-Part_Multi-Joint_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2303.06163
Equivariant Multi-Modality Image Fusion,"Zixiang Zhao, Haowen Bai, Jiangshe Zhang, Yulun Zhang, Kai Zhang, Shuang Xu, Dongdong Chen, Radu Timofte, Luc Van Gool",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhao_Equivariant_Multi-Modality_Image_Fusion_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhao_Equivariant_Multi-Modality_Image_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2305.11443
NeLF-Pro: Neural Light Field Probes for Multi-Scale Novel View Synthesis,"Zinuo You, Andreas Geiger, Anpei Chen",https://openaccess.thecvf.com/content/CVPR2024/papers/You_NeLF-Pro_Neural_Light_Field_Probes_for_Multi-Scale_Novel_View_Synthesis_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/You_NeLF-Pro_Neural_Light_CVPR_2024_supplemental.pdf,
One-Shot Open Affordance Learning with Foundation Models,"Gen Li, Deqing Sun, Laura Sevilla-Lara, Varun Jampani",https://openaccess.thecvf.com/content/CVPR2024/papers/Li_One-Shot_Open_Affordance_Learning_with_Foundation_Models_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_One-Shot_Open_Affordance_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2311.17776
Don't Look into the Dark: Latent Codes for Pluralistic Image Inpainting,"Haiwei Chen, Yajie Zhao",https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Dont_Look_into_the_Dark_Latent_Codes_for_Pluralistic_Image_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Dont_Look_into_CVPR_2024_supplemental.pdf,
Incremental Nuclei Segmentation from Histopathological Images via Future-class Awareness and Compatibility-inspired Distillation,"Huyong Wang, Huisi Wu, Jing Qin",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_Incremental_Nuclei_Segmentation_from_Histopathological_Images_via_Future-class_Awareness_and_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_Incremental_Nuclei_Segmentation_CVPR_2024_supplemental.pdf,
DiffEditor: Boosting Accuracy and Flexibility on Diffusion-based Image Editing,"Chong Mou, Xintao Wang, Jiechong Song, Ying Shan, Jian Zhang",https://openaccess.thecvf.com/content/CVPR2024/papers/Mou_DiffEditor_Boosting_Accuracy_and_Flexibility_on_Diffusion-based_Image_Editing_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Mou_DiffEditor_Boosting_Accuracy_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2402.02583
Solving Masked Jigsaw Puzzles with Diffusion Vision Transformers,"Jinyang Liu, Wondmgezahu Teshome, Sandesh Ghimire, Mario Sznaier, Octavia Camps",https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_Solving_Masked_Jigsaw_Puzzles_with_Diffusion_Vision_Transformers_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liu_Solving_Masked_Jigsaw_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.07292
InstructVideo: Instructing Video Diffusion Models with Human Feedback,"Hangjie Yuan, Shiwei Zhang, Xiang Wang, Yujie Wei, Tao Feng, Yining Pan, Yingya Zhang, Ziwei Liu, Samuel Albanie, Dong Ni",https://openaccess.thecvf.com/content/CVPR2024/papers/Yuan_InstructVideo_Instructing_Video_Diffusion_Models_with_Human_Feedback_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yuan_InstructVideo_Instructing_Video_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.12490
Fully Exploiting Every Real Sample: SuperPixel Sample Gradient Model Stealing,"Yunlong Zhao, Xiaoheng Deng, Yijing Liu, Xinjun Pei, Jiazhi Xia, Wei Chen",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhao_Fully_Exploiting_Every_Real_Sample_SuperPixel_Sample_Gradient_Model_Stealing_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhao_Fully_Exploiting_Every_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2406.18540
Progressive Divide-and-Conquer via Subsampling Decomposition for Accelerated MRI,"Chong Wang, Lanqing Guo, Yufei Wang, Hao Cheng, Yi Yu, Bihan Wen",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_Progressive_Divide-and-Conquer_via_Subsampling_Decomposition_for_Accelerated_MRI_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_Progressive_Divide-and-Conquer_via_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.10064
DiffMOT: A Real-time Diffusion-based Multiple Object Tracker with Non-linear Prediction,"Weiyi Lv, Yuhang Huang, Ning Zhang, Ruei-Sung Lin, Mei Han, Dan Zeng",https://openaccess.thecvf.com/content/CVPR2024/papers/Lv_DiffMOT_A_Real-time_Diffusion-based_Multiple_Object_Tracker_with_Non-linear_Prediction_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lv_DiffMOT_A_Real-time_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.02075
MV-Adapter: Multimodal Video Transfer Learning for Video Text Retrieval,"Xiaojie Jin, Bowen Zhang, Weibo Gong, Kai Xu, Xueqing Deng, Peng Wang, Zhao Zhang, Xiaohui Shen, Jiashi Feng",https://openaccess.thecvf.com/content/CVPR2024/papers/Jin_MV-Adapter_Multimodal_Video_Transfer_Learning_for_Video_Text_Retrieval_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Jin_MV-Adapter_Multimodal_Video_CVPR_2024_supplemental.zip,
Rethinking Multi-view Representation Learning via Distilled Disentangling,"Guanzhou Ke, Bo Wang, Xiaoli Wang, Shengfeng He",https://openaccess.thecvf.com/content/CVPR2024/papers/Ke_Rethinking_Multi-view_Representation_Learning_via_Distilled_Disentangling_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ke_Rethinking_Multi-view_Representation_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.10897
Just Add ?! Pose Induced Video Transformers for Understanding Activities of Daily Living,"Dominick Reilly, Srijan Das",https://openaccess.thecvf.com/content/CVPR2024/papers/Reilly_Just_Add__Pose_Induced_Video_Transformers_for_Understanding_Activities_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Reilly_Just_Add__CVPR_2024_supplemental.pdf,
ViLa-MIL: Dual-scale Vision-Language Multiple Instance Learning for Whole Slide Image Classification,"Jiangbo Shi, Chen Li, Tieliang Gong, Yefeng Zheng, Huazhu Fu",https://openaccess.thecvf.com/content/CVPR2024/papers/Shi_ViLa-MIL_Dual-scale_Vision-Language_Multiple_Instance_Learning_for_Whole_Slide_Image_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Shi_ViLa-MIL_Dual-scale_Vision-Language_CVPR_2024_supplemental.pdf,
Targeted Representation Alignment for Open-World Semi-Supervised Learning,"Ruixuan Xiao, Lei Feng, Kai Tang, Junbo Zhao, Yixuan Li, Gang Chen, Haobo Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Xiao_Targeted_Representation_Alignment_for_Open-World_Semi-Supervised_Learning_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xiao_Targeted_Representation_Alignment_CVPR_2024_supplemental.pdf,
Efficient Solution of Point-Line Absolute Pose,"Petr Hruby, Timothy Duff, Marc Pollefeys",https://openaccess.thecvf.com/content/CVPR2024/papers/Hruby_Efficient_Solution_of_Point-Line_Absolute_Pose_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hruby_Efficient_Solution_of_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.16552
Text-to-3D using Gaussian Splatting,"Zilong Chen, Feng Wang, Yikai Wang, Huaping Liu",https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Text-to-3D_using_Gaussian_Splatting_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Text-to-3D_using_Gaussian_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2309.16585
CapsFusion: Rethinking Image-Text Data at Scale,"Qiying Yu, Quan Sun, Xiaosong Zhang, Yufeng Cui, Fan Zhang, Yue Cao, Xinlong Wang, Jingjing Liu",https://openaccess.thecvf.com/content/CVPR2024/papers/Yu_CapsFusion_Rethinking_Image-Text_Data_at_Scale_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yu_CapsFusion_Rethinking_Image-Text_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2310.20550
On the Content Bias in Frechet Video Distance,"Songwei Ge, Aniruddha Mahapatra, Gaurav Parmar, Jun-Yan Zhu, Jia-Bin Huang",https://openaccess.thecvf.com/content/CVPR2024/papers/Ge_On_the_Content_Bias_in_Frechet_Video_Distance_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ge_On_the_Content_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.12391
Tumor Micro-environment Interactions Guided Graph Learning for Survival Analysis of Human Cancers from Whole-slide Pathological Images,"Wei Shao, YangYang Shi, Daoqiang Zhang, JunJie Zhou, Peng Wan",https://openaccess.thecvf.com/content/CVPR2024/papers/Shao_Tumor_Micro-environment_Interactions_Guided_Graph_Learning_for_Survival_Analysis_of_CVPR_2024_paper.pdf,,
Towards Generalizable Multi-Object Tracking,"Zheng Qin, Le Wang, Sanping Zhou, Panpan Fu, Gang Hua, Wei Tang",https://openaccess.thecvf.com/content/CVPR2024/papers/Qin_Towards_Generalizable_Multi-Object_Tracking_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Qin_Towards_Generalizable_Multi-Object_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2406.00429
POPDG: Popular 3D Dance Generation with PopDanceSet,"Zhenye Luo, Min Ren, Xuecai Hu, Yongzhen Huang, Li Yao",https://openaccess.thecvf.com/content/CVPR2024/papers/Luo_POPDG_Popular_3D_Dance_Generation_with_PopDanceSet_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Luo_POPDG_Popular_3D_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2405.03178
Image Neural Field Diffusion Models,"Yinbo Chen, Oliver Wang, Richard Zhang, Eli Shechtman, Xiaolong Wang, Michael Gharbi",https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Image_Neural_Field_Diffusion_Models_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Image_Neural_Field_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2406.07480
Discriminative Probing and Tuning for Text-to-Image Generation,"Leigang Qu, Wenjie Wang, Yongqi Li, Hanwang Zhang, Liqiang Nie, Tat-Seng Chua",https://openaccess.thecvf.com/content/CVPR2024/papers/Qu_Discriminative_Probing_and_Tuning_for_Text-to-Image_Generation_CVPR_2024_paper.pdf,,http://arxiv.org/abs/2403.04321
Slice3D: Multi-Slice Occlusion-Revealing Single View 3D Reconstruction,"Yizhi Wang, Wallace Lira, Wenqi Wang, Ali Mahdavi-Amiri, Hao Zhang",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_Slice3D_Multi-Slice_Occlusion-Revealing_Single_View_3D_Reconstruction_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_Slice3D_Multi-Slice_Occlusion-Revealing_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.02221
Towards More Accurate Diffusion Model Acceleration with A Timestep Tuner,"Mengfei Xia, Yujun Shen, Changsong Lei, Yu Zhou, Deli Zhao, Ran Yi, Wenping Wang, Yong-Jin Liu",https://openaccess.thecvf.com/content/CVPR2024/papers/Xia_Towards_More_Accurate_Diffusion_Model_Acceleration_with_A_Timestep_Tuner_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xia_Towards_More_Accurate_CVPR_2024_supplemental.pdf,
Rethinking Generalizable Face Anti-spoofing via Hierarchical Prototype-guided Distribution Refinement in Hyperbolic Space,"Chengyang Hu, Ke-Yue Zhang, Taiping Yao, Shouhong Ding, Lizhuang Ma",https://openaccess.thecvf.com/content/CVPR2024/papers/Hu_Rethinking_Generalizable_Face_Anti-spoofing_via_Hierarchical_Prototype-guided_Distribution_Refinement_in_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hu_Rethinking_Generalizable_Face_CVPR_2024_supplemental.pdf,
IIRP-Net: Iterative Inference Residual Pyramid Network for Enhanced Image Registration,"Tai Ma, Suwei Zhang, Jiafeng Li, Ying Wen",https://openaccess.thecvf.com/content/CVPR2024/papers/Ma_IIRP-Net_Iterative_Inference_Residual_Pyramid_Network_for_Enhanced_Image_Registration_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ma_IIRP-Net_Iterative_Inference_CVPR_2024_supplemental.pdf,
Learning without Exact Guidance: Updating Large-scale High-resolution Land Cover Maps from Low-resolution Historical Labels,"Zhuohong Li, Wei He, Jiepan Li, Fangxiao Lu, Hongyan Zhang",https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Learning_without_Exact_Guidance_Updating_Large-scale_High-resolution_Land_Cover_Maps_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_Learning_without_Exact_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.02746
GenesisTex: Adapting Image Denoising Diffusion to Texture Space,"Chenjian Gao, Boyan Jiang, Xinghui Li, Yingpeng Zhang, Qian Yu",https://openaccess.thecvf.com/content/CVPR2024/papers/Gao_GenesisTex_Adapting_Image_Denoising_Diffusion_to_Texture_Space_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Gao_GenesisTex_Adapting_Image_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.17782
TTA-EVF: Test-Time Adaptation for Event-based Video Frame Interpolation via Reliable Pixel and Sample Estimation,"Hoonhee Cho, Taewoo Kim, Yuhwan Jeong, Kuk-Jin Yoon",https://openaccess.thecvf.com/content/CVPR2024/papers/Cho_TTA-EVF_Test-Time_Adaptation_for_Event-based_Video_Frame_Interpolation_via_Reliable_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Cho_TTA-EVF_Test-Time_Adaptation_CVPR_2024_supplemental.zip,
Image-to-Image Matching via Foundation Models: A New Perspective for Open-Vocabulary Semantic Segmentation,"Yuan Wang, Rui Sun, Naisong Luo, Yuwen Pan, Tianzhu Zhang",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_Image-to-Image_Matching_via_Foundation_Models_A_New_Perspective_for_Open-Vocabulary_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_Image-to-Image_Matching_via_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.00262
BigGait: Learning Gait Representation You Want by Large Vision Models,"Dingqiang Ye, Chao Fan, Jingzhe Ma, Xiaoming Liu, Shiqi Yu",https://openaccess.thecvf.com/content/CVPR2024/papers/Ye_BigGait_Learning_Gait_Representation_You_Want_by_Large_Vision_Models_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ye_BigGait_Learning_Gait_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2402.19122
BEVNeXt: Reviving Dense BEV Frameworks for 3D Object Detection,"Zhenxin Li, Shiyi Lan, Jose M. Alvarez, Zuxuan Wu",https://openaccess.thecvf.com/content/CVPR2024/papers/Li_BEVNeXt_Reviving_Dense_BEV_Frameworks_for_3D_Object_Detection_CVPR_2024_paper.pdf,,http://arxiv.org/abs/2312.01696
SNIFFER: Multimodal Large Language Model for Explainable Out-of-Context Misinformation Detection,"Peng Qi, Zehong Yan, Wynne Hsu, Mong Li Lee",https://openaccess.thecvf.com/content/CVPR2024/papers/Qi_SNIFFER_Multimodal_Large_Language_Model_for_Explainable_Out-of-Context_Misinformation_Detection_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Qi_SNIFFER_Multimodal_Large_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.03170
Beyond Seen Primitive Concepts and Attribute-Object Compositional Learning,"Nirat Saini, Khoi Pham, Abhinav Shrivastava",https://openaccess.thecvf.com/content/CVPR2024/papers/Saini_Beyond_Seen_Primitive_Concepts_and_Attribute-Object_Compositional_Learning_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Saini_Beyond_Seen_Primitive_CVPR_2024_supplemental.pdf,
Unleashing Network Potentials for Semantic Scene Completion,"Fengyun Wang, Qianru Sun, Dong Zhang, Jinhui Tang",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_Unleashing_Network_Potentials_for_Semantic_Scene_Completion_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_Unleashing_Network_Potentials_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.07560
HOIST-Former: Hand-held Objects Identification Segmentation and Tracking in the Wild,"Supreeth Narasimhaswamy, Huy Anh Nguyen, Lihan Huang, Minh Hoai",https://openaccess.thecvf.com/content/CVPR2024/papers/Narasimhaswamy_HOIST-Former_Hand-held_Objects_Identification_Segmentation_and_Tracking_in_the_Wild_CVPR_2024_paper.pdf,,
Contextrast: Contextual Contrastive Learning for Semantic Segmentation,"Changki Sung, Wanhee Kim, Jungho An, Wooju Lee, Hyungtae Lim, Hyun Myung",https://openaccess.thecvf.com/content/CVPR2024/papers/Sung_Contextrast_Contextual_Contrastive_Learning_for_Semantic_Segmentation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Sung_Contextrast_Contextual_Contrastive_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.10633
Learning Occupancy for Monocular 3D Object Detection,"Liang Peng, Junkai Xu, Haoran Cheng, Zheng Yang, Xiaopei Wu, Wei Qian, Wenxiao Wang, Boxi Wu, Deng Cai",https://openaccess.thecvf.com/content/CVPR2024/papers/Peng_Learning_Occupancy_for_Monocular_3D_Object_Detection_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Peng_Learning_Occupancy_for_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2305.15694
LAA-Net: Localized Artifact Attention Network for Quality-Agnostic and Generalizable Deepfake Detection,"Dat Nguyen, Nesryne Mejri, Inder Pal Singh, Polina Kuleshova, Marcella Astrid, Anis Kacem, Enjie Ghorbel, Djamila Aouada",https://openaccess.thecvf.com/content/CVPR2024/papers/Nguyen_LAA-Net_Localized_Artifact_Attention_Network_for_Quality-Agnostic_and_Generalizable_Deepfake_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Nguyen_LAA-Net_Localized_Artifact_CVPR_2024_supplemental.pdf,
LEAD: Learning Decomposition for Source-free Universal Domain Adaptation,"Sanqing Qu, Tianpei Zou, Lianghua He, Florian Röhrbein, Alois Knoll, Guang Chen, Changjun Jiang",https://openaccess.thecvf.com/content/CVPR2024/papers/Qu_LEAD_Learning_Decomposition_for_Source-free_Universal_Domain_Adaptation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Qu_LEAD_Learning_Decomposition_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.03421
AUEditNet: Dual-Branch Facial Action Unit Intensity Manipulation with Implicit Disentanglement,"Shiwei Jin, Zhen Wang, Lei Wang, Peng Liu, Ning Bi, Truong Nguyen",https://openaccess.thecvf.com/content/CVPR2024/papers/Jin_AUEditNet_Dual-Branch_Facial_Action_Unit_Intensity_Manipulation_with_Implicit_Disentanglement_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Jin_AUEditNet_Dual-Branch_Facial_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2404.05063
BodyMAP - Jointly Predicting Body Mesh and 3D Applied Pressure Map for People in Bed,"Abhishek Tandon, Anujraaj Goyal, Henry M. Clever, Zackory Erickson",https://openaccess.thecvf.com/content/CVPR2024/papers/Tandon_BodyMAP_-_Jointly_Predicting_Body_Mesh_and_3D_Applied_Pressure_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Tandon_BodyMAP_-_Jointly_CVPR_2024_supplemental.zip,
OneLLM: One Framework to Align All Modalities with Language,"Jiaming Han, Kaixiong Gong, Yiyuan Zhang, Jiaqi Wang, Kaipeng Zhang, Dahua Lin, Yu Qiao, Peng Gao, Xiangyu Yue",https://openaccess.thecvf.com/content/CVPR2024/papers/Han_OneLLM_One_Framework_to_Align_All_Modalities_with_Language_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Han_OneLLM_One_Framework_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.03700
